Accession,Locus,Type,Description,Other,Name(Type),Source
AT4G03110,AT4G03110.2,putative,RNA-binding,protein,that,Salicylic Acid.csv
AT4G03290,AT4G03290.1,calcium-binding,protein,family;(source:Araport11),"nucleus,",calcium.csv
AT4G03550,AT4G03550.1,callose,synthase,that,is,defense.csv
AT4G03550,AT4G03550.1,callose,synthase,that,is,fungal.csv
AT4G03550,AT4G03550.1,callose,synthase,that,is,PAMPs.csv
AT4G03550,AT4G03550.1,callose,synthase,that,is,pathogen.csv
AT4G03560,AT4G03560.1,depolarization-activated,Ca(2+),channel.,Anti-sense,calcium.csv
AT4G03960,AT4G03960.1,atypical,dual-speci&#64257;city,phosphatase,involved,defense.csv
AT4G03960,AT4G03960.1,atypical,dual-speci&#64257;city,phosphatase,involved,pathogen.csv
AT4G04340,AT4G04340.1,plasma,membrane,localized,hyperosmolality,calcium.csv
AT4G04340,AT4G04340.2,plasma,membrane,localized,hyperosmolality,calcium.csv
AT4G04340,AT4G04340.3,plasma,membrane,localized,hyperosmolality,calcium.csv
AT4G04450,AT4G04450.1,WRKY,Transcription,Factor;,Group,WYKY.csv
AT4G04450,AT4G04450.2,WRKY,Transcription,Factor;,Group,WYKY.csv
AT4G04695,AT4G04695.1,Calcium,Dependent,Protein,Kinase.,calcium.csv
AT4G04695,AT4G04695.1,Calcium,Dependent,Protein,Kinase.,Salicylic Acid.csv
AT4G04700,AT4G04700.1,Calcium,Dependent,Protein,Kinase,calcium.csv
AT4G04710,AT4G04710.4,Calcium,Dependent,Protein,Kinase,calcium.csv
AT4G04710,AT4G04710.1,Calcium,Dependent,Protein,Kinase,calcium.csv
AT4G04710,AT4G04710.2,Calcium,Dependent,Protein,Kinase,calcium.csv
AT4G04710,AT4G04710.3,Calcium,Dependent,Protein,Kinase,calcium.csv
AT4G04720,AT4G04720.1,Calcium,Dependent,Protein,Kinase,calcium.csv
AT4G04720,AT4G04720.2,Calcium,Dependent,Protein,Kinase,calcium.csv
AT4G04740,AT4G04740.7,Calcium,Dependent,Protein,Kinase,calcium.csv
AT4G04740,AT4G04740.5,Calcium,Dependent,Protein,Kinase,calcium.csv
AT4G04740,AT4G04740.1,Calcium,Dependent,Protein,Kinase,calcium.csv
AT4G04740,AT4G04740.3,Calcium,Dependent,Protein,Kinase,calcium.csv
AT4G04740,AT4G04740.2,Calcium,Dependent,Protein,Kinase,calcium.csv
AT4G04740,AT4G04740.4,Calcium,Dependent,Protein,Kinase,calcium.csv
AT4G04740,AT4G04740.6,Calcium,Dependent,Protein,Kinase,calcium.csv
AT4G04780,AT4G04780.1,med21,subunit,of,the,defense.csv
AT4G04780,AT4G04780.1,med21,subunit,of,the,fungal.csv
AT4G04780,AT4G04780.1,med21,subunit,of,the,pathogen.csv
AT4G04880,AT4G04880.1,N6-mAMP,deaminase,"(ADAL,",renamed,MAMPs.csv
AT4G04880,AT4G04880.2,N6-mAMP,deaminase,"(ADAL,",renamed,MAMPs.csv
AT4G04880,AT4G04880.3,N6-mAMP,deaminase,"(ADAL,",renamed,MAMPs.csv
AT4G05320,AT4G05320.3,five,polyubiquitin,genes,in,Salicylic Acid.csv
AT4G05320,AT4G05320.5,five,polyubiquitin,genes,in,Salicylic Acid.csv
AT4G05320,AT4G05320.8,five,polyubiquitin,genes,in,Salicylic Acid.csv
AT4G05320,AT4G05320.6,five,polyubiquitin,genes,in,Salicylic Acid.csv
AT4G05320,AT4G05320.7,five,polyubiquitin,genes,in,Salicylic Acid.csv
AT4G05320,AT4G05320.4,five,polyubiquitin,genes,in,Salicylic Acid.csv
AT4G05320,AT4G05320.1,five,polyubiquitin,genes,in,Salicylic Acid.csv
AT4G05320,AT4G05320.2,five,polyubiquitin,genes,in,Salicylic Acid.csv
AT4G05450,AT4G05450.1,cluster,"gene,",plays,a,defense.csv
AT4G05450,AT4G05450.2,cluster,"gene,",plays,a,defense.csv
AT4G07820,AT4G07820.1,secretory,"proteins,",Antigen,"5,",pathogen.csv
AT4G08470,AT4G08470.1,member,of,the,A1,MAPk.csv
AT4G08470,AT4G08470.3,member,of,the,A1,MAPk.csv
AT4G08470,AT4G08470.2,member,of,the,A1,MAPk.csv
AT4G08470,AT4G08470.1,member,of,the,A1,WYKY.csv
AT4G08470,AT4G08470.3,member,of,the,A1,WYKY.csv
AT4G08470,AT4G08470.2,member,of,the,A1,WYKY.csv
AT4G08480,AT4G08480.1,member,of,the,A1,MAPk.csv
AT4G08480,AT4G08480.1,member,of,the,A1,WYKY.csv
AT4G08500,AT4G08500.1,member,of,the,A1,MAPk.csv
AT4G08500,AT4G08500.1,member,of,the,A1,WYKY.csv
AT4G08530,AT4G08530.1,encode,a,PR,(pathogenesis-related),pathogen.csv
AT4G08810,AT4G08810.1,protein,involved,in,cryptochrome,calcium.csv
AT4G08870,AT4G08870.1,of,the,two,arginase,defense.csv
AT4G08870,AT4G08870.2,of,the,two,arginase,defense.csv
AT4G09570,AT4G09570.1,member,of,Calcium,Dependent,calcium.csv
AT4G10920,AT4G10920.2,Forms,homodimers,or,heterodimers,defense.csv
AT4G10920,AT4G10920.1,Forms,homodimers,or,heterodimers,defense.csv
AT4G10920,AT4G10920.2,Forms,homodimers,or,heterodimers,pathogen.csv
AT4G10920,AT4G10920.1,Forms,homodimers,or,heterodimers,pathogen.csv
AT4G11070,AT4G11070.2,WRKY,Transcription,Factor;,Group,WYKY.csv
AT4G11070,AT4G11070.1,WRKY,Transcription,Factor;,Group,WYKY.csv
AT4G11260,AT4G11260.1,plant,disease,resistance,"signaling,",pathogen.csv
AT4G11610,AT4G11610.3,plant,phosphoribosyltransferase,family,protein;(source:Araport11),calcium.csv
AT4G11610,AT4G11610.1,plant,phosphoribosyltransferase,family,protein;(source:Araport11),calcium.csv
AT4G11610,AT4G11610.2,plant,phosphoribosyltransferase,family,protein;(source:Araport11),calcium.csv
AT4G11690,AT4G11690.1,a,pentatricopeptide,repeat,(PPR),ROS.csv
AT4G11690,AT4G11690.2,a,pentatricopeptide,repeat,(PPR),ROS.csv
AT4G12010,AT4G12010.1,domain,(NLR),receptor.,Dominant,immunity.csv
AT4G12010,AT4G12010.1,domain,(NLR),receptor.,Dominant,WYKY.csv
AT4G12020,AT4G12020.2,member,of,the,A1,immunity.csv
AT4G12020,AT4G12020.10,member,of,the,A1,immunity.csv
AT4G12020,AT4G12020.5,member,of,the,A1,immunity.csv
AT4G12020,AT4G12020.8,member,of,the,A1,immunity.csv
AT4G12020,AT4G12020.7,member,of,the,A1,immunity.csv
AT4G12020,AT4G12020.1,member,of,the,A1,immunity.csv
AT4G12020,AT4G12020.3,member,of,the,A1,immunity.csv
AT4G12020,AT4G12020.6,member,of,the,A1,immunity.csv
AT4G12020,AT4G12020.11,member,of,the,A1,immunity.csv
AT4G12020,AT4G12020.4,member,of,the,A1,immunity.csv
AT4G12020,AT4G12020.9,member,of,the,A1,immunity.csv
AT4G12020,AT4G12020.10,member,of,the,A1,MAPk.csv
AT4G12020,AT4G12020.2,member,of,the,A1,MAPk.csv
AT4G12020,AT4G12020.5,member,of,the,A1,MAPk.csv
AT4G12020,AT4G12020.7,member,of,the,A1,MAPk.csv
AT4G12020,AT4G12020.8,member,of,the,A1,MAPk.csv
AT4G12020,AT4G12020.1,member,of,the,A1,MAPk.csv
AT4G12020,AT4G12020.11,member,of,the,A1,MAPk.csv
AT4G12020,AT4G12020.6,member,of,the,A1,MAPk.csv
AT4G12020,AT4G12020.3,member,of,the,A1,MAPk.csv
AT4G12020,AT4G12020.4,member,of,the,A1,MAPk.csv
AT4G12020,AT4G12020.9,member,of,the,A1,MAPk.csv
AT4G12020,AT4G12020.10,member,of,the,A1,WYKY.csv
AT4G12020,AT4G12020.2,member,of,the,A1,WYKY.csv
AT4G12020,AT4G12020.5,member,of,the,A1,WYKY.csv
AT4G12020,AT4G12020.7,member,of,the,A1,WYKY.csv
AT4G12020,AT4G12020.8,member,of,the,A1,WYKY.csv
AT4G12020,AT4G12020.1,member,of,the,A1,WYKY.csv
AT4G12020,AT4G12020.11,member,of,the,A1,WYKY.csv
AT4G12020,AT4G12020.3,member,of,the,A1,WYKY.csv
AT4G12020,AT4G12020.6,member,of,the,A1,WYKY.csv
AT4G12020,AT4G12020.4,member,of,the,A1,WYKY.csv
AT4G12020,AT4G12020.9,member,of,the,A1,WYKY.csv
AT4G12470,AT4G12470.1,(AZELAIC,ACID,INDUCED,1).,immunity.csv
AT4G12470,AT4G12470.1,(AZELAIC,ACID,INDUCED,1).,MAMPs.csv
AT4G12470,AT4G12470.1,(AZELAIC,ACID,INDUCED,1).,pathogen.csv
AT4G12470,AT4G12470.1,(AZELAIC,ACID,INDUCED,1).,Salicylic Acid.csv
AT4G12480,AT4G12480.1,putative,lipid,transfer,"protein,",defense.csv
AT4G12560,AT4G12560.1,(Constitutive,Expresser,of,PR,defense.csv
AT4G12560,AT4G12560.3,(Constitutive,Expresser,of,PR,defense.csv
AT4G12560,AT4G12560.2,(Constitutive,Expresser,of,PR,defense.csv
AT4G12700,AT4G12700.1,protein;(source:Araport11),Golgi,"apparatus,",LP.02,calcium.csv
AT4G12720,AT4G12720.2,protein,with,ADP-ribose,hydrolase,defense.csv
AT4G12720,AT4G12720.1,protein,with,ADP-ribose,hydrolase,defense.csv
AT4G12720,AT4G12720.3,protein,with,ADP-ribose,hydrolase,defense.csv
AT4G12720,AT4G12720.4,protein,with,ADP-ribose,hydrolase,defense.csv
AT4G12720,AT4G12720.6,protein,with,ADP-ribose,hydrolase,defense.csv
AT4G12720,AT4G12720.5,protein,with,ADP-ribose,hydrolase,defense.csv
AT4G12850,AT4G12850.2,of,four,FRS,(FAR1-RELATED,WYKY.csv
AT4G12850,AT4G12850.3,of,four,FRS,(FAR1-RELATED,WYKY.csv
AT4G12850,AT4G12850.4,of,four,FRS,(FAR1-RELATED,WYKY.csv
AT4G12850,AT4G12850.1,of,four,FRS,(FAR1-RELATED,WYKY.csv
AT4G12860,AT4G12860.1,calcium-binding,protein,family;(source:Araport11),UNE14;,calcium.csv
AT4G12970,AT4G12970.1,cysteine-rich,"peptide,",a,secretory,MAPk.csv
AT4G13040,AT4G13040.7,member,of,the,AP2/EREBP,defense.csv
AT4G13040,AT4G13040.6,member,of,the,AP2/EREBP,defense.csv
AT4G13040,AT4G13040.1,member,of,the,AP2/EREBP,defense.csv
AT4G13040,AT4G13040.3,member,of,the,AP2/EREBP,defense.csv
AT4G13040,AT4G13040.8,member,of,the,AP2/EREBP,defense.csv
AT4G13040,AT4G13040.2,member,of,the,AP2/EREBP,defense.csv
AT4G13040,AT4G13040.5,member,of,the,AP2/EREBP,defense.csv
AT4G13040,AT4G13040.4,member,of,the,AP2/EREBP,defense.csv
AT4G13262,AT4G13262.1,Calcium-dependent,lipid-binding,(CaLB,domain),calcium.csv
AT4G13350,AT4G13350.2,GTPase,that,interacts,with,infection.csv
AT4G13350,AT4G13350.1,GTPase,that,interacts,with,infection.csv
AT4G13440,AT4G13440.1,family,protein;(source:Araport11),"mitochondrion,",biological,calcium.csv
AT4G13440,AT4G13440.2,family,protein;(source:Araport11),biological,process,calcium.csv
AT4G14450,AT4G14450.1,of,a,small,family,defense.csv
AT4G14450,AT4G14450.1,of,a,small,family,PAMPs.csv
AT4G14450,AT4G14450.1,of,a,small,family,pathogen.csv
AT4G15740,AT4G15740.1,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT4G15755,AT4G15755.1,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT4G15760,AT4G15760.1,protein,with,similarity,to,Salicylic Acid.csv
AT4G15760,AT4G15760.2,protein,with,similarity,to,Salicylic Acid.csv
AT4G15900,AT4G15900.1,hypersensitivity,to,glucose,and,immunity.csv
AT4G16260,AT4G16260.1,putative,"beta-1,3-endoglucanase",that,interacts,defense.csv
AT4G16260,AT4G16260.2,putative,"beta-1,3-endoglucanase",that,interacts,defense.csv
AT4G16350,AT4G16350.2,protein.,Binds,CIPK14.,"mitochondrion,",calcium.csv
AT4G16350,AT4G16350.1,protein.,Binds,CIPK14.,CALCINEURIN,calcium.csv
AT4G16890,AT4G16890.5,Toll,Interleukin1,receptor-nucleotide,binding-Leu-,defense.csv
AT4G16890,AT4G16890.4,Toll,Interleukin1,receptor-nucleotide,binding-Leu-,defense.csv
AT4G16890,AT4G16890.1,Toll,Interleukin1,receptor-nucleotide,binding-Leu-,defense.csv
AT4G16890,AT4G16890.2,Toll,Interleukin1,receptor-nucleotide,binding-Leu-,defense.csv
AT4G16890,AT4G16890.3,Toll,Interleukin1,receptor-nucleotide,binding-Leu-,defense.csv
AT4G16890,AT4G16890.5,Toll,Interleukin1,receptor-nucleotide,binding-Leu-,pathogen.csv
AT4G16890,AT4G16890.4,Toll,Interleukin1,receptor-nucleotide,binding-Leu-,pathogen.csv
AT4G16890,AT4G16890.1,Toll,Interleukin1,receptor-nucleotide,binding-Leu-,pathogen.csv
AT4G16890,AT4G16890.3,Toll,Interleukin1,receptor-nucleotide,binding-Leu-,pathogen.csv
AT4G16890,AT4G16890.2,Toll,Interleukin1,receptor-nucleotide,binding-Leu-,pathogen.csv
AT4G16890,AT4G16890.4,Toll,Interleukin1,receptor-nucleotide,binding-Leu-,Salicylic Acid.csv
AT4G16890,AT4G16890.5,Toll,Interleukin1,receptor-nucleotide,binding-Leu-,Salicylic Acid.csv
AT4G16890,AT4G16890.1,Toll,Interleukin1,receptor-nucleotide,binding-Leu-,Salicylic Acid.csv
AT4G16890,AT4G16890.3,Toll,Interleukin1,receptor-nucleotide,binding-Leu-,Salicylic Acid.csv
AT4G16890,AT4G16890.2,Toll,Interleukin1,receptor-nucleotide,binding-Leu-,Salicylic Acid.csv
AT4G16940,AT4G16940.5,together,with,SIKIC2,and,immunity.csv
AT4G16940,AT4G16940.3,together,with,SIKIC2,and,immunity.csv
AT4G16940,AT4G16940.2,together,with,SIKIC2,and,immunity.csv
AT4G16940,AT4G16940.1,together,with,SIKIC2,and,immunity.csv
AT4G16940,AT4G16940.4,together,with,SIKIC2,and,immunity.csv
AT4G16940,AT4G16940.6,together,with,SIKIC2,and,immunity.csv
AT4G16950,AT4G16950.6,putative,nucleotide,binding,site,immunity.csv
AT4G16950,AT4G16950.2,putative,nucleotide,binding,site,immunity.csv
AT4G16950,AT4G16950.4,putative,nucleotide,binding,site,immunity.csv
AT4G16950,AT4G16950.1,putative,nucleotide,binding,site,immunity.csv
AT4G16950,AT4G16950.3,putative,nucleotide,binding,site,immunity.csv
AT4G16950,AT4G16950.5,putative,nucleotide,binding,site,immunity.csv
AT4G16960,AT4G16960.1,together,with,SIKIC1,and,immunity.csv
AT4G17490,AT4G17490.1,member,of,the,ERF,ROS.csv
AT4G17615,AT4G17615.4,AtCBL,(Calcineurin,B-like,Calcium,calcium.csv
AT4G17615,AT4G17615.1,AtCBL,(Calcineurin,B-like,Calcium,calcium.csv
AT4G17615,AT4G17615.2,AtCBL,(Calcineurin,B-like,Calcium,calcium.csv
AT4G17615,AT4G17615.5,AtCBL,(Calcineurin,B-like,Calcium,calcium.csv
AT4G17615,AT4G17615.3,AtCBL,(Calcineurin,B-like,Calcium,calcium.csv
AT4G17840,AT4G17840.1,self-immunity,protein;(source:Araport11),BALANCE,OF,immunity.csv
AT4G17950,AT4G17950.1,containing,nuclear,localized,(AHL),immunity.csv
AT4G17950,AT4G17950.1,containing,nuclear,localized,(AHL),MAPk.csv
AT4G17950,AT4G17950.1,containing,nuclear,localized,(AHL),pathogen.csv
AT4G18020,AT4G18020.3,regulator,2,(APRR2),that,calcium.csv
AT4G18020,AT4G18020.5,regulator,2,(APRR2),that,calcium.csv
AT4G18020,AT4G18020.6,regulator,2,(APRR2),that,calcium.csv
AT4G18020,AT4G18020.2,regulator,2,(APRR2),that,calcium.csv
AT4G18020,AT4G18020.1,regulator,2,(APRR2),that,calcium.csv
AT4G18020,AT4G18020.9,regulator,2,(APRR2),that,calcium.csv
AT4G18020,AT4G18020.8,regulator,2,(APRR2),that,calcium.csv
AT4G18020,AT4G18020.4,regulator,2,(APRR2),that,calcium.csv
AT4G18020,AT4G18020.10,regulator,2,(APRR2),that,calcium.csv
AT4G18020,AT4G18020.7,regulator,2,(APRR2),that,calcium.csv
AT4G18020,AT4G18020.11,regulator,2,(APRR2),that,calcium.csv
AT4G18170,AT4G18170.1,WRKY,Transcription,Factor;,Group,Salicylic Acid.csv
AT4G18170,AT4G18170.1,WRKY,Transcription,Factor;,Group,WYKY.csv
AT4G18360,AT4G18360.4,glycolate,oxidase,that,modulates,ROS.csv
AT4G18360,AT4G18360.3,glycolate,oxidase,that,modulates,ROS.csv
AT4G18360,AT4G18360.1,glycolate,oxidase,that,modulates,ROS.csv
AT4G18360,AT4G18360.2,glycolate,oxidase,that,modulates,ROS.csv
AT4G18470,AT4G18470.1,of,systemic,acquired,resistance,pathogen.csv
AT4G18780,AT4G18780.1,member,of,the,cellulose,fungal.csv
AT4G18780,AT4G18780.1,member,of,the,cellulose,pathogen.csv
AT4G18780,AT4G18780.1,member,of,the,cellulose,Salicylic Acid.csv
AT4G19040,AT4G19040.2,PH,and,START,domain-containing,pathogen.csv
AT4G19040,AT4G19040.3,PH,and,START,domain-containing,pathogen.csv
AT4G19040,AT4G19040.1,PH,and,START,domain-containing,pathogen.csv
AT4G19040,AT4G19040.2,PH,and,START,domain-containing,Salicylic Acid.csv
AT4G19040,AT4G19040.3,PH,and,START,domain-containing,Salicylic Acid.csv
AT4G19040,AT4G19040.1,PH,and,START,domain-containing,Salicylic Acid.csv
AT4G19600,AT4G19600.1,cyclin,T,partner,CYCT1;4.,infection.csv
AT4G19660,AT4G19660.1,a,ankyrin,repeat,BTB/POZ,defense.csv
AT4G19660,AT4G19660.2,a,ankyrin,repeat,BTB/POZ,defense.csv
AT4G19660,AT4G19660.1,a,ankyrin,repeat,BTB/POZ,fungal.csv
AT4G19660,AT4G19660.2,a,ankyrin,repeat,BTB/POZ,fungal.csv
AT4G19660,AT4G19660.1,a,ankyrin,repeat,BTB/POZ,pathogen.csv
AT4G19660,AT4G19660.2,a,ankyrin,repeat,BTB/POZ,pathogen.csv
AT4G19660,AT4G19660.1,a,ankyrin,repeat,BTB/POZ,Salicylic Acid.csv
AT4G19660,AT4G19660.2,a,ankyrin,repeat,BTB/POZ,Salicylic Acid.csv
AT4G19810,AT4G19810.1,a,Class,V,chitinase,fungal.csv
AT4G19810,AT4G19810.2,a,Class,V,chitinase,fungal.csv
AT4G19810,AT4G19810.1,a,Class,V,chitinase,pathogen.csv
AT4G19810,AT4G19810.2,a,Class,V,chitinase,pathogen.csv
AT4G19860,AT4G19860.1,cytosolic,calcium-independent,phospholipase,A.,calcium.csv
AT4G20080,AT4G20080.1,(CaLB,domain),plant,phosphoribosyltransferase,calcium.csv
AT4G20260,AT4G20260.3,Ca2+,and,Cu2+,binding,calcium.csv
AT4G20260,AT4G20260.4,Ca2+,and,Cu2+,binding,calcium.csv
AT4G20260,AT4G20260.6,Ca2+,and,Cu2+,binding,calcium.csv
AT4G20260,AT4G20260.10,Ca2+,and,Cu2+,binding,calcium.csv
AT4G20260,AT4G20260.2,Ca2+,and,Cu2+,binding,calcium.csv
AT4G20260,AT4G20260.9,Ca2+,and,Cu2+,binding,calcium.csv
AT4G20260,AT4G20260.1,Ca2+,and,Cu2+,binding,calcium.csv
AT4G20260,AT4G20260.7,Ca2+,and,Cu2+,binding,calcium.csv
AT4G20260,AT4G20260.5,Ca2+,and,Cu2+,binding,calcium.csv
AT4G20260,AT4G20260.8,Ca2+,and,Cu2+,binding,calcium.csv
AT4G20380,AT4G20380.4,a,superoxide-dependent,signal,and,defense.csv
AT4G20380,AT4G20380.1,a,superoxide-dependent,signal,and,defense.csv
AT4G20380,AT4G20380.2,a,superoxide-dependent,signal,and,defense.csv
AT4G20380,AT4G20380.8,a,superoxide-dependent,signal,and,defense.csv
AT4G20380,AT4G20380.9,a,superoxide-dependent,signal,and,defense.csv
AT4G20380,AT4G20380.3,a,superoxide-dependent,signal,and,defense.csv
AT4G20380,AT4G20380.5,a,superoxide-dependent,signal,and,defense.csv
AT4G20380,AT4G20380.6,a,superoxide-dependent,signal,and,defense.csv
AT4G20380,AT4G20380.7,a,superoxide-dependent,signal,and,defense.csv
AT4G20380,AT4G20380.4,a,superoxide-dependent,signal,and,pathogen.csv
AT4G20380,AT4G20380.2,a,superoxide-dependent,signal,and,pathogen.csv
AT4G20380,AT4G20380.1,a,superoxide-dependent,signal,and,pathogen.csv
AT4G20380,AT4G20380.8,a,superoxide-dependent,signal,and,pathogen.csv
AT4G20380,AT4G20380.9,a,superoxide-dependent,signal,and,pathogen.csv
AT4G20380,AT4G20380.6,a,superoxide-dependent,signal,and,pathogen.csv
AT4G20380,AT4G20380.5,a,superoxide-dependent,signal,and,pathogen.csv
AT4G20380,AT4G20380.3,a,superoxide-dependent,signal,and,pathogen.csv
AT4G20380,AT4G20380.7,a,superoxide-dependent,signal,and,pathogen.csv
AT4G20780,AT4G20780.1,involved,in,trichome,branching.,calcium.csv
AT4G20830,AT4G20830.1,oligogalacturonide,oxidase,that,inactivates,immunity.csv
AT4G20830,AT4G20830.2,oligogalacturonide,oxidase,that,inactivates,immunity.csv
AT4G20910,AT4G20910.2,enhancer,of,hua1,and,small_RNAs.csv
AT4G20910,AT4G20910.1,enhancer,of,hua1,and,small_RNAs.csv
AT4G21610,AT4G21610.1,same,novel,zinc,finger,defense.csv
AT4G21610,AT4G21610.2,same,novel,zinc,finger,defense.csv
AT4G21940,AT4G21940.2,Calcium,Dependent,Protein,Kinase,calcium.csv
AT4G21940,AT4G21940.1,Calcium,Dependent,Protein,Kinase,calcium.csv
AT4G21940,AT4G21940.3,Calcium,Dependent,Protein,Kinase,calcium.csv
AT4G22070,AT4G22070.1,WRKY,Transcription,Factor;,Group,WYKY.csv
AT4G22070,AT4G22070.2,WRKY,Transcription,Factor;,Group,WYKY.csv
AT4G22070,AT4G22070.3,WRKY,Transcription,Factor;,Group,WYKY.csv
AT4G22070,AT4G22070.4,WRKY,Transcription,Factor;,Group,WYKY.csv
AT4G22120,AT4G22120.1,activated,cation,channel.,CALCIUM,calcium.csv
AT4G22120,AT4G22120.5,activated,cation,channel.,CALCIUM,calcium.csv
AT4G22120,AT4G22120.6,activated,cation,channel.,CALCIUM,calcium.csv
AT4G22120,AT4G22120.4,activated,cation,channel.,CALCIUM,calcium.csv
AT4G22120,AT4G22120.3,activated,cation,channel.,CALCIUM,calcium.csv
AT4G22120,AT4G22120.2,activated,cation,channel.,CALCIUM,calcium.csv
AT4G22470,AT4G22470.1,hybrid,proline-rich,protein,that,defense.csv
AT4G22470,AT4G22470.1,hybrid,proline-rich,protein,that,pathogen.csv
AT4G22820,AT4G22820.2,of,the,A20/AN1,zinc,pathogen.csv
AT4G22820,AT4G22820.1,of,the,A20/AN1,zinc,pathogen.csv
AT4G22970,AT4G22970.3,separase,"(ESP),",homologous,to,calcium.csv
AT4G22970,AT4G22970.1,separase,"(ESP),",homologous,to,calcium.csv
AT4G22970,AT4G22970.2,separase,"(ESP),",homologous,to,calcium.csv
AT4G23100,AT4G23100.1,enzyme,glutamate-cysteine,ligase,catalyzing,pathogen.csv
AT4G23100,AT4G23100.3,enzyme,glutamate-cysteine,ligase,catalyzing,pathogen.csv
AT4G23100,AT4G23100.2,enzyme,glutamate-cysteine,ligase,catalyzing,pathogen.csv
AT4G23170,AT4G23170.1,response,to,Salicylic,acid.Similar,Salicylic Acid.csv
AT4G23210,AT4G23210.5,Cysteine-rich,receptor-like,kinase,(CRK13).,defense.csv
AT4G23210,AT4G23210.1,Cysteine-rich,receptor-like,kinase,(CRK13).,defense.csv
AT4G23210,AT4G23210.4,Cysteine-rich,receptor-like,kinase,(CRK13).,defense.csv
AT4G23210,AT4G23210.3,Cysteine-rich,receptor-like,kinase,(CRK13).,defense.csv
AT4G23210,AT4G23210.2,Cysteine-rich,receptor-like,kinase,(CRK13).,defense.csv
AT4G23210,AT4G23210.5,Cysteine-rich,receptor-like,kinase,(CRK13).,pathogen.csv
AT4G23210,AT4G23210.1,Cysteine-rich,receptor-like,kinase,(CRK13).,pathogen.csv
AT4G23210,AT4G23210.4,Cysteine-rich,receptor-like,kinase,(CRK13).,pathogen.csv
AT4G23210,AT4G23210.3,Cysteine-rich,receptor-like,kinase,(CRK13).,pathogen.csv
AT4G23210,AT4G23210.2,Cysteine-rich,receptor-like,kinase,(CRK13).,pathogen.csv
AT4G23210,AT4G23210.5,Cysteine-rich,receptor-like,kinase,(CRK13).,Salicylic Acid.csv
AT4G23210,AT4G23210.1,Cysteine-rich,receptor-like,kinase,(CRK13).,Salicylic Acid.csv
AT4G23210,AT4G23210.4,Cysteine-rich,receptor-like,kinase,(CRK13).,Salicylic Acid.csv
AT4G23210,AT4G23210.2,Cysteine-rich,receptor-like,kinase,(CRK13).,Salicylic Acid.csv
AT4G23210,AT4G23210.3,Cysteine-rich,receptor-like,kinase,(CRK13).,Salicylic Acid.csv
AT4G23550,AT4G23550.1,DNA-binding,protein,29,(WRKY29).,WYKY.csv
AT4G23570,AT4G23570.3,to,"SGT1B,",may,function,infection.csv
AT4G23570,AT4G23570.1,to,"SGT1B,",may,function,infection.csv
AT4G23570,AT4G23570.2,to,"SGT1B,",may,function,infection.csv
AT4G23570,AT4G23570.3,to,"SGT1B,",may,function,pathogen.csv
AT4G23570,AT4G23570.1,to,"SGT1B,",may,function,pathogen.csv
AT4G23570,AT4G23570.2,to,"SGT1B,",may,function,pathogen.csv
AT4G23650,AT4G23650.1,dependent,protein,kinase,3,calcium.csv
AT4G23810,AT4G23810.1,WRKY,Transcription,Factor;,Group,WYKY.csv
AT4G24240,AT4G24240.2,Ca-dependent,calmodulin,binding,protein.,WYKY.csv
AT4G24240,AT4G24240.1,Ca-dependent,calmodulin,binding,protein.,WYKY.csv
AT4G24400,AT4G24400.1,CBL,(calcineurin,B-like,calcium,calcium.csv
AT4G24400,AT4G24400.2,CBL,(calcineurin,B-like,calcium,calcium.csv
AT4G24460,AT4G24460.1,of,the,CRT-Like,transporters,infection.csv
AT4G24460,AT4G24460.4,of,the,CRT-Like,transporters,infection.csv
AT4G24460,AT4G24460.3,of,the,CRT-Like,transporters,infection.csv
AT4G24460,AT4G24460.2,of,the,CRT-Like,transporters,infection.csv
AT4G24970,AT4G24970.1,a,member,of,a,defense.csv
AT4G24970,AT4G24970.1,a,member,of,a,pathogen.csv
AT4G25030,AT4G25030.1,protein,of,unknown,function.,infection.csv
AT4G25030,AT4G25030.2,protein,of,unknown,function.,infection.csv
AT4G25720,AT4G25720.1,encodes,a,protein,with,pathogen.csv
AT4G25720,AT4G25720.3,encodes,a,protein,with,pathogen.csv
AT4G25720,AT4G25720.2,encodes,a,protein,with,pathogen.csv
AT4G25720,AT4G25720.5,protein,with,similarity,to,pathogen.csv
AT4G25720,AT4G25720.4,protein,with,similarity,to,pathogen.csv
AT4G25780,AT4G25780.1,secretory,"proteins,",Antigen,"5,",pathogen.csv
AT4G25790,AT4G25790.1,secretory,"proteins,",Antigen,"5,",pathogen.csv
AT4G26070,AT4G26070.4,MAP,Kinase,Kinase.,Likely,MAPk.csv
AT4G26070,AT4G26070.3,MAP,Kinase,Kinase.,Likely,MAPk.csv
AT4G26070,AT4G26070.5,MAP,Kinase,Kinase.,Likely,MAPk.csv
AT4G26070,AT4G26070.2,MAP,Kinase,Kinase.,Likely,MAPk.csv
AT4G26070,AT4G26070.1,MAP,Kinase,Kinase.,Likely,MAPk.csv
AT4G26090,AT4G26090.1,plasma,membrane,protein,with,infection.csv
AT4G26440,AT4G26440.1,WRKY,Transcription,Factor;,Group,WYKY.csv
AT4G26470,AT4G26470.1,family,protein;(source:Araport11),plasma,"membrane,",calcium.csv
